Tarih,Saat,Enlem(N),Boylam(E),Derinlik(km),ML
2024.03.25,20:05:35.76,38.4012,26.9262,6.3,2.1
2024.03.25,20:04:10.81,38.1265,37.152,6.7,1.8
2024.03.25,19:48:10.33,38.4832,37.301,6.2,1.2
2024.03.25,19:31:46.37,37.3895,36.9377,6.1,1.6
2024.03.25,19:26:42.30,38.3142,41.75,23.1,1.7
2024.03.25,19:22:35.81,38.392,41.947,5.4,2.1
2024.03.25,19:06:24.82,38.4037,37.35,16.3,1.5
2024.03.25,19:01:29.78,38.8323,37.5072,5.0,2.4
2024.03.25,18:47:26.87,39.1735,29.0242,6.7,2.4
2024.03.25,18:47:19.81,38.3668,37.3808,6.0,1.6
2024.03.25,18:34:53.17,38.0147,36.4523,1.9,1.8
2024.03.25,18:24:24.70,38.478,39.0788,6.0,2.4
2024.03.25,18:22:01.60,37.8403,36.3637,19.5,2.0
2024.03.25,17:51:30.02,37.0833,35.987,5.0,1.8
2024.03.25,17:50:37.17,39.5195,26.1828,10.6,1.5
2024.03.25,17:22:38.25,40.2473,27.8462,14.3,2.2
2024.03.25,17:15:54.75,36.4005,39.3033,5.0,2.3
2024.03.25,16:42:22.34,37.0732,28.9857,5.0,2.4
2024.03.25,16:37:00.83,37.4047,35.9692,3.1,1.8
2024.03.25,16:14:42.75,37.701,35.8702,5.0,1.2
2024.03.25,16:12:20.17,36.4462,27.6977,6.2,1.9
2024.03.25,16:03:29.26,37.4132,29.4635,11.4,1.9
2024.03.25,15:42:44.03,38.4003,38.948,12.2,1.7
2024.03.25,15:40:56.23,38.3332,37.3148,9.5,1.8
2024.03.25,15:19:21.34,37.9098,36.654,9.2,1.6
2024.03.25,14:37:24.66,36.408,27.6345,24.0,2.2
2024.03.25,14:25:33.55,35.3425,27.6872,16.5,3.4
2024.03.25,14:25:06.68,38.7052,37.1218,7.1,1.8
2024.03.25,14:08:09.30,37.058,29.0565,7.8,2.1
2024.03.25,13:53:16.80,39.1295,28.9783,8.8,1.7
2024.03.25,13:45:38.40,38.0502,36.9567,16.9,2.2
2024.03.25,13:06:10.25,37.0738,30.5903,19.9,1.7
2024.03.25,12:03:48.15,40.2137,31.78,9.2,2.7
2024.03.25,11:40:20.10,38.6507,43.7842,5.0,2.6
2024.03.25,11:35:56.73,37.0318,29.028,3.5,1.8
2024.03.25,11:18:58.15,37.047,29.0358,6.3,2.2
2024.03.25,11:12:34.08,36.5888,38.487,5.0,2.0
2024.03.25,10:43:50.87,38.6772,43.7017,9.6,3.3
2024.03.25,10:40:55.67,37.0617,29.027,8.7,2.2
2024.03.25,10:40:41.76,38.0273,37.641,9.7,2.1
2024.03.25,10:27:28.52,37.8328,37.8768,17.5,1.5
2024.03.25,10:10:45.87,37.8607,36.267,4.2,3.9
2024.03.25,10:01:13.95,39.8733,28.8873,0.0,2.0
2024.03.25,09:51:28.50,39.1462,41.7015,5.0,2.4
2024.03.25,09:28:58.44,36.2512,28.2645,5.0,1.9
2024.03.25,09:27:53.62,37.3715,28.061,0.0,2.0
2024.03.25,09:16:13.59,36.2282,33.7003,0.0,1.1
2024.03.25,09:00:27.91,39.159,28.9765,9.2,1.8
2024.03.25,08:51:34.90,37.8792,36.6522,10.2,2.8
2024.03.25,08:16:17.15,36.4147,36.2843,10.0,1.7
2024.03.25,08:09:33.95,38.1315,38.4423,14.7,3.2
2024.03.25,07:45:21.90,41.4508,31.8492,10.1,2.3
2024.03.25,07:37:05.90,36.408,36.2833,10.1,2.0
2024.03.25,07:30:56.35,37.031,29.031,16.8,1.9
2024.03.25,06:51:58.44,40.3425,37.3537,5.4,2.0
2024.03.25,06:51:52.99,37.0457,29.0343,17.5,1.9
2024.03.25,06:09:06.22,37.0355,29.0243,18.2,1.9
2024.03.25,05:59:18.52,37.657,35.4612,6.5,2.2
2024.03.25,05:31:39.68,37.0325,29.019,7.9,1.7
2024.03.25,04:26:18.38,38.1347,38.3862,5.0,2.1
2024.03.25,04:01:33.22,37.0565,29.0212,2.7,2.0
2024.03.25,03:53:26.26,38.0623,37.6347,5.8,2.3
2024.03.25,03:43:21.00,37.0393,29.0317,6.6,2.7
2024.03.25,03:19:31.07,38.0658,37.2672,16.4,2.0
2024.03.25,03:18:02.41,37.0417,29.0125,3.9,2.2
2024.03.25,02:27:46.65,39.1572,29.0015,9.1,1.9
2024.03.25,02:23:33.40,39.1552,29.0085,6.0,1.9
2024.03.25,02:04:43.76,37.0573,28.9985,3.5,3.9
2024.03.25,01:33:16.28,39.1632,29.0678,2.2,2.1
2024.03.25,01:26:48.18,38.5613,37.3578,8.6,1.3
2024.03.25,01:22:28.04,37.4943,38.5597,5.4,1.6
2024.03.25,00:51:14.19,38.4842,39.23,5.4,1.4
2024.03.25,00:31:20.38,38.252,30.9265,5.6,2.1
2024.03.25,00:21:12.71,37.042,28.2675,9.8,1.0
2024.03.24,23:56:27.29,38.6998,39.8925,5.0,2.7
2024.03.24,22:49:57.84,37.324,37.0688,6.2,1.7
2024.03.24,22:19:04.43,36.1958,36.0405,21.3,1.1
2024.03.24,22:08:27.75,37.436,36.974,5.0,1.1
2024.03.24,21:47:41.94,38.1378,38.4903,5.0,1.9
2024.03.24,21:39:42.14,36.6088,36.383,9.2,1.5
2024.03.24,21:32:35.18,39.2482,41.7427,11.7,1.2
2024.03.24,20:10:54.72,40.0868,27.6972,13.5,2.0
2024.03.24,20:09:58.93,39.964,34.2167,4.9,1.9
2024.03.24,19:23:04.57,38.1595,38.527,6.7,1.5
2024.03.24,19:03:26.81,38.5698,40.2663,19.0,1.5
2024.03.24,18:47:21.99,38.2647,38.268,11.0,1.4
2024.03.24,18:40:01.00,36.8562,36.4642,9.6,1.7
2024.03.24,18:29:33.60,37.7947,30.3117,14.1,1.6
2024.03.24,18:10:58.41,38.2552,37.7213,14.3,1.2
2024.03.24,17:47:23.81,36.9298,36.5712,5.4,2.5
2024.03.24,17:41:10.72,38.1145,32.5865,8.4,1.0
2024.03.24,17:32:25.63,38.0635,37.747,7.4,2.2
2024.03.24,17:20:33.08,36.8978,35.258,8.0,1.7
2024.03.24,17:12:15.22,38.525,37.2687,5.0,1.1
2024.03.24,16:39:59.72,40.3132,26.147,14.4,2.4
2024.03.24,16:21:56.51,38.0848,38.47,7.5,1.8
2024.03.24,15:49:47.88,38.1707,36.879,8.9,1.7
2024.03.24,14:46:29.77,37.9852,37.6362,14.9,1.4
2024.03.24,14:05:19.39,37.8405,36.4302,18.8,1.5
2024.03.24,13:58:55.72,38.1567,38.5593,14.9,1.9
2024.03.24,13:52:43.79,38.3448,37.3648,8.9,1.5
2024.03.24,13:42:51.29,37.0818,28.9738,11.7,1.7
2024.03.24,13:25:40.02,40.532,35.7013,11.8,1.8
2024.03.24,11:55:50.02,40.666,34.3577,6.4,2.7
2024.03.24,11:29:12.13,38.4077,37.6762,4.2,1.0
2024.03.24,10:19:40.80,38.277,37.3107,5.6,1.8
2024.03.24,09:33:05.75,40.1945,31.6845,5.9,2.0
2024.03.24,08:17:29.30,36.9527,30.465,88.1,2.3
2024.03.24,07:54:53.69,37.5088,37.1543,15.1,1.8
2024.03.24,07:19:36.28,36.8193,38.4663,5.3,2.0
2024.03.24,06:57:32.22,38.4705,37.3712,9.0,1.4
2024.03.24,06:33:37.74,38.0702,37.1942,6.9,1.6
2024.03.24,06:08:01.82,39.0675,28.6578,14.2,1.4
2024.03.24,05:04:45.95,40.2707,27.0327,12.5,1.6
2024.03.24,05:01:23.40,37.9123,28.8748,17.9,1.1
2024.03.24,04:50:37.68,40.3542,43.2078,10.3,1.8
2024.03.24,04:39:21.17,38.2673,27.275,6.7,1.4
2024.03.24,04:36:11.19,36.1858,28.87,30.6,1.3
2024.03.24,04:00:22.25,40.2927,27.021,10.4,1.9
2024.03.24,03:49:15.29,40.4338,28.8982,2.0,1.4
2024.03.24,03:46:33.05,38.1257,38.6055,5.0,2.0
2024.03.24,03:30:39.89,37.2933,28.0852,10.1,1.8
2024.03.24,03:27:57.68,38.0477,37.3863,6.6,1.5
2024.03.24,03:21:52.81,38.1832,37.8353,11.3,1.0
2024.03.24,03:18:06.70,37.8145,36.2177,5.3,1.6
2024.03.24,02:58:52.70,37.6842,36.1795,9.6,1.4
2024.03.24,02:48:48.96,36.866,36.5995,18.6,1.4
2024.03.24,02:47:24.82,40.2013,27.3993,19.5,1.4
2024.03.24,02:46:40.04,40.2062,27.3983,14.5,1.7
2024.03.24,02:46:29.86,38.8645,27.6628,10.6,1.8
2024.03.24,02:35:59.92,38.1425,38.5103,11.9,1.5
2024.03.24,01:58:57.14,37.835,33.8748,14.1,1.2
2024.03.24,01:33:12.71,38.1028,37.8833,14.6,1.4
2024.03.24,01:22:07.38,38.8563,27.6453,6.8,3.1
2024.03.24,01:20:30.32,36.4157,36.2957,8.1,1.9
2024.03.24,00:48:58.11,37.0973,36.0177,12.3,1.5
2024.03.24,00:43:08.59,37.8415,26.7385,5.4,1.7
2024.03.24,00:42:11.13,37.451,37.1372,6.0,1.6
2024.03.24,00:34:23.57,38.257,38.1497,9.5,1.6
2024.03.24,00:31:33.43,38.2187,38.1773,8.0,1.2
2024.03.23,23:20:37.24,38.5412,37.5322,14.4,1.2
2024.03.23,23:16:23.97,40.6805,29.244,8.2,1.8
2024.03.23,23:01:48.58,38.3675,37.4022,8.6,1.3
2024.03.23,22:53:06.80,38.149,37.382,6.0,1.5
2024.03.23,22:37:07.59,38.0365,37.6532,5.5,1.5
2024.03.23,22:16:21.86,36.5327,36.3027,8.0,1.4
2024.03.23,22:13:53.37,36.3287,26.8948,110.5,1.6
2024.03.23,20:12:45.46,38.3343,37.375,1.8,2.5
2024.03.23,20:08:44.75,38.035,37.4088,2.6,1.3
2024.03.23,19:50:22.40,37.3812,44.0408,8.0,2.4
2024.03.23,18:27:34.09,38.7948,37.4945,8.7,1.2
2024.03.23,18:26:15.95,38.0657,38.3465,9.9,1.2
2024.03.23,17:52:30.59,35.2323,35.4557,14.3,2.1
2024.03.23,17:17:38.74,39.6428,28.758,7.9,3.2
2024.03.23,17:10:14.28,38.1753,37.8092,5.2,1.7
2024.03.23,17:02:59.31,38.0952,38.4052,7.1,1.3
2024.03.23,16:40:12.30,38.1203,28.8362,13.6,1.5
2024.03.23,16:24:02.99,38.2837,37.2848,7.2,1.4
2024.03.23,15:38:06.74,38.4218,43.3987,3.7,1.8
2024.03.23,14:00:02.67,38.3328,38.8197,7.2,2.2
2024.03.23,13:50:35.23,39.5728,39.8958,7.0,2.6
2024.03.23,13:21:06.21,38.2293,32.3557,7.3,1.1
2024.03.23,13:13:45.76,37.7598,36.1373,3.5,1.7
2024.03.23,12:15:17.62,37.7747,27.661,16.4,1.3
2024.03.23,12:08:09.19,39.6392,28.8047,1.5,2.2
2024.03.23,11:43:21.11,38.0622,38.3092,5.8,1.9
2024.03.23,11:11:13.35,39.9008,28.8665,8.0,1.6
2024.03.23,11:00:52.58,39.2697,27.683,6.2,2.1
2024.03.23,10:42:30.43,37.7455,35.3987,2.8,1.8
2024.03.23,10:26:28.81,39.9702,27.0185,11.6,1.2
2024.03.23,10:18:22.06,37.0847,28.3873,5.5,1.7
2024.03.23,09:55:01.67,37.1457,27.9102,13.2,1.5
2024.03.23,09:13:39.73,38.0295,37.5173,2.4,2.1
2024.03.23,08:54:50.03,37.5618,40.3895,11.5,1.5
2024.03.23,08:12:39.14,37.7332,37.482,4.5,2.5
2024.03.23,08:08:49.59,38.2375,38.206,8.2,1.4
2024.03.23,07:44:28.88,38.1168,36.956,4.5,2.0
2024.03.23,07:32:47.15,38.0237,37.0673,5.7,1.3
2024.03.23,07:23:12.74,37.9733,28.0508,1.5,1.3
2024.03.23,07:02:20.35,38.209,38.6622,7.7,1.9
2024.03.23,06:16:56.15,36.5297,31.3662,9.6,2.1
2024.03.23,04:56:54.94,35.3717,27.6033,12.4,3.9
2024.03.23,04:50:39.61,35.075,27.7665,11.2,2.3
2024.03.23,04:39:07.06,38.0468,38.4965,7.3,1.7
2024.03.23,04:14:13.72,37.0712,36.0875,7.6,2.7
2024.03.23,03:56:26.29,38.4392,37.4995,5.0,1.7
2024.03.23,03:43:52.47,38.6795,26.5922,9.9,1.5
2024.03.23,03:43:48.89,38.0903,36.597,7.8,1.1
2024.03.23,03:28:30.62,38.2402,37.761,7.7,1.4
2024.03.23,03:28:15.80,40.3133,26.1318,16.9,1.4
2024.03.23,02:27:12.32,36.198,35.9193,9.5,1.5
2024.03.23,02:00:50.60,38.5092,40.3942,7.2,1.4
2024.03.23,01:55:12.53,37.1642,36.652,13.3,1.0
2024.03.23,01:21:06.93,36.0742,28.36,26.0,2.3
2024.03.23,01:16:39.09,37.8265,36.6323,12.3,1.2
2024.03.23,01:10:01.32,38.1433,36.718,10.5,1.1
2024.03.23,01:03:58.45,38.2972,38.6177,25.1,1.4
2024.03.23,00:39:53.71,40.8032,27.9507,16.9,1.5
2024.03.23,00:32:11.01,37.3515,35.4522,7.7,1.5
2024.03.23,00:27:15.47,37.6423,36.47,5.0,1.0
2024.03.23,00:26:20.48,38.3787,37.4867,7.7,1.4
2024.03.23,00:12:55.82,37.5045,37.141,1.7,1.8
2024.03.23,00:06:00.24,38.0695,36.6733,5.3,1.8
2024.03.23,00:03:51.27,37.8815,27.7297,14.3,1.2
2024.03.23,00:02:20.00,38.4513,37.579,7.6,1.3
2024.03.22,23:37:30.07,38.0825,36.5897,8.4,1.4
2024.03.22,23:08:37.99,38.4405,39.2692,11.9,1.5
2024.03.22,22:26:44.78,37.6675,37.4673,8.1,2.0
2024.03.22,22:06:09.18,38.8015,37.4633,1.9,1.4
2024.03.22,21:29:51.21,39.6323,28.7635,7.1,1.6
2024.03.22,20:57:37.30,38.5222,30.673,9.0,1.5
2024.03.22,20:35:56.35,39.647,28.7737,6.8,1.7
2024.03.22,20:35:56.94,38.8175,37.4655,5.0,1.3
2024.03.22,20:34:13.18,36.9585,28.2995,13.1,1.6
2024.03.22,20:08:47.89,38.1245,38.4485,9.8,2.2
2024.03.22,20:01:32.50,39.0272,27.5147,11.3,2.2
2024.03.22,19:40:32.71,38.1153,38.4952,5.1,1.6
2024.03.22,19:34:45.23,39.5333,38.6232,14.3,2.4
2024.03.22,18:48:53.55,38.2655,38.6773,17.8,1.2
2024.03.22,17:37:07.95,38.1073,37.5038,14.3,1.4
2024.03.22,17:03:50.58,39.7667,40.6462,14.8,1.7
2024.03.22,16:30:12.04,40.5845,27.897,12.7,1.8
2024.03.22,16:28:58.33,38.2508,38.1598,11.5,1.6
2024.03.22,15:44:30.49,37.4708,29.2428,5.3,1.6
2024.03.22,15:03:34.53,38.116,36.796,7.4,2.4
2024.03.22,15:01:08.79,38.3095,38.7718,4.8,1.8
2024.03.22,14:58:41.09,38.014,37.3798,7.8,1.8
2024.03.22,14:38:33.39,38.2763,37.8098,11.8,1.5
2024.03.22,14:28:36.77,39.0903,27.4822,9.7,1.8
2024.03.22,13:39:06.24,36.2843,43.3028,5.0,3.4
2024.03.22,13:18:07.14,37.3035,37.0255,5.5,1.3
2024.03.22,13:08:20.35,37.8677,27.3152,12.8,1.6
2024.03.22,13:04:19.49,39.2903,39.6473,12.8,1.9
2024.03.22,12:09:20.11,40.3035,26.1603,12.9,2.3
2024.03.22,11:56:58.79,38.1417,36.6828,9.9,1.5
2024.03.22,11:53:10.44,37.9767,27.1387,12.8,1.7
2024.03.22,11:32:07.19,38.832,37.4278,6.4,1.5
2024.03.22,10:28:36.88,37.1952,36.9988,3.2,1.4
2024.03.22,10:17:25.45,37.7447,37.8305,11.6,1.5
2024.03.22,10:07:59.67,40.1437,29.9842,0.0,1.8
2024.03.22,09:57:07.53,38.4063,27.294,10.0,1.5
2024.03.22,09:56:56.70,40.4992,29.1843,0.0,1.3
2024.03.22,09:54:28.14,37.7908,36.1073,13.9,1.5
2024.03.22,09:52:56.01,38.5328,40.4103,16.5,1.2
2024.03.22,09:42:00.89,40.293,27.019,8.2,1.4
2024.03.22,09:11:04.09,40.7843,27.5092,15.2,1.4
2024.03.22,08:36:06.14,36.0932,36.4243,15.6,2.6
2024.03.22,08:35:45.65,37.9738,27.1107,12.4,2.9
2024.03.22,08:29:26.13,40.6012,33.461,19.8,1.3
2024.03.22,08:25:33.58,40.782,29.0545,14.4,2.0
2024.03.22,07:34:07.84,38.8147,37.4848,11.1,1.9
2024.03.22,07:32:38.03,41.249,43.942,5.5,1.9
2024.03.22,07:26:43.00,37.9692,27.132,11.0,1.4
2024.03.22,07:21:39.68,37.844,33.8717,4.5,1.7
2024.03.22,07:08:07.52,38.1762,38.6312,19.2,1.6
2024.03.22,07:06:30.86,37.8488,27.6608,8.6,1.3
2024.03.22,06:30:06.54,37.9435,27.1335,9.7,1.8
2024.03.22,06:01:13.18,40.3012,27.0192,10.3,1.1
2024.03.22,05:53:54.19,38.8017,37.4708,7.9,2.8
2024.03.22,05:08:17.58,40.1795,31.7412,0.0,2.3
2024.03.22,04:28:38.00,38.8998,38.1495,2.8,1.8
2024.03.22,04:24:06.33,37.2082,28.1548,10.3,2.0
2024.03.22,04:22:45.08,37.2093,28.1598,11.9,1.7
2024.03.22,04:21:26.96,37.2025,28.1597,12.1,1.9
2024.03.22,03:17:03.07,37.1235,36.711,15.3,1.6
2024.03.22,03:15:13.66,37.205,28.1542,9.6,1.2
2024.03.22,02:57:16.82,40.8563,31.6878,10.8,1.5
2024.03.22,02:54:16.18,37.2035,28.1562,12.5,2.5
2024.03.22,02:45:15.25,40.1287,29.9793,7.5,2.9
2024.03.22,02:36:00.97,37.2068,28.163,12.9,1.5
2024.03.22,02:20:53.09,38.4858,37.269,7.6,1.8
2024.03.22,02:19:09.67,38.8202,37.4463,10.5,1.3
2024.03.22,02:09:46.03,36.781,36.4995,5.5,1.4
2024.03.22,02:08:02.82,39.6482,28.7715,6.6,3.0
2024.03.22,01:54:18.15,38.1035,38.3657,10.5,2.4
2024.03.22,01:43:37.67,36.326,35.9438,4.2,1.2
2024.03.22,01:41:19.00,38.3665,37.5603,4.1,1.4
2024.03.22,01:37:24.31,38.8023,37.493,7.3,1.9
2024.03.22,01:24:50.01,40.776,29.0507,14.3,1.5
2024.03.22,01:02:12.11,40.7867,29.0662,13.4,1.6
2024.03.22,00:59:22.87,37.901,36.5587,6.5,1.5
2024.03.22,00:55:18.39,37.8555,36.2252,5.4,1.4
2024.03.22,00:26:25.57,38.048,37.2775,6.9,1.6
2024.03.22,00:12:38.33,39.6225,28.7498,14.0,1.7
2024.03.21,23:58:27.83,37.0047,28.1865,18.1,1.1
2024.03.21,23:51:06.68,40.7393,29.0645,9.1,1.6
2024.03.21,23:48:33.01,37.2013,28.1587,10.2,1.5
2024.03.21,23:14:48.99,38.6808,35.3047,1.7,1.3
2024.03.21,23:13:01.96,37.008,28.9155,10.4,1.2
2024.03.21,23:07:25.83,39.5967,28.7958,18.7,1.5
2024.03.21,22:57:05.86,38.0322,38.6598,27.1,1.2
2024.03.21,22:28:54.07,39.5057,41.2153,1.4,1.9
2024.03.21,22:22:24.44,37.0597,28.8335,13.7,1.0
2024.03.21,22:10:08.50,37.7928,36.6262,7.0,1.4
2024.03.21,22:08:21.27,39.5707,28.6463,14.7,1.4
2024.03.21,21:48:16.57,39.5488,28.7505,5.3,1.3
2024.03.21,21:36:15.50,39.4215,37.2053,1.9,1.6
2024.03.21,21:34:11.85,37.9757,27.1767,5.2,1.5
2024.03.21,21:25:19.47,37.6057,27.2688,8.8,1.6
2024.03.21,21:07:34.42,37.468,37.179,6.6,1.4
2024.03.21,21:05:10.63,39.3708,27.1748,11.2,2.2
2024.03.21,21:00:27.41,37.453,37.1428,5.9,1.6
2024.03.21,20:54:17.29,35.9868,29.2692,1.2,1.6
2024.03.21,20:52:37.38,38.1193,36.5798,12.9,1.3
2024.03.21,20:44:32.03,39.6328,28.7492,6.7,1.4
2024.03.21,20:23:59.90,39.6278,28.7492,8.3,2.1
2024.03.21,20:17:08.49,39.6243,28.6108,4.7,1.2
2024.03.21,20:10:19.43,38.9265,26.1358,6.6,1.8
2024.03.21,19:20:40.93,39.644,28.7695,4.3,4.1
2024.03.21,19:10:43.97,38.0767,37.429,8.5,2.1
2024.03.21,18:59:07.11,37.4483,36.9325,27.8,1.0
2024.03.21,18:29:10.06,36.4398,28.5452,7.6,1.9
2024.03.21,18:22:48.54,38.2147,37.7638,7.9,1.3
2024.03.21,17:56:45.09,40.8095,31.393,6.7,2.3
2024.03.21,16:46:20.48,38.3995,38.0628,6.6,1.2
2024.03.21,16:44:46.38,38.1537,36.7013,5.7,2.4
2024.03.21,16:17:42.81,38.3508,37.7182,15.2,1.7
2024.03.21,16:00:57.46,38.3072,37.2365,5.0,1.9
2024.03.21,15:55:48.88,39.4238,26.2707,5.2,1.7
2024.03.21,15:47:56.68,37.9832,36.399,25.2,1.4
2024.03.21,15:46:07.97,40.3073,27.0218,9.8,1.5
2024.03.21,15:03:51.65,40.9783,30.5368,9.1,1.6
2024.03.21,15:01:55.35,38.8117,37.4982,5.0,1.7
2024.03.21,14:26:35.83,38.5438,37.2598,5.0,1.6
2024.03.21,14:22:20.34,36.1162,33.548,0.0,1.3
2024.03.21,13:59:10.74,40.2068,31.7602,1.8,2.4
2024.03.21,13:37:03.06,39.6487,28.7705,1.2,3.1
2024.03.21,13:24:12.70,37.374,36.7385,6.3,1.2
2024.03.21,12:29:02.31,37.8672,33.8712,2.9,1.6
2024.03.21,12:05:58.19,38.1158,37.8442,11.6,1.8
2024.03.21,11:45:15.65,38.1137,37.7772,8.7,1.4
2024.03.21,11:31:27.92,38.1342,36.8902,5.4,2.7
2024.03.21,11:24:14.09,39.6788,26.182,11.1,2.1
2024.03.21,11:11:29.93,38.1163,38.5947,19.3,2.0
2024.03.21,10:50:29.40,39.9602,31.6935,13.5,1.6
2024.03.21,10:32:40.23,40.458,29.2395,0.0,1.5
2024.03.21,10:31:35.23,38.1123,32.5873,12.5,1.3
2024.03.21,10:19:38.94,39.3773,29.311,0.0,1.6
2024.03.21,10:11:02.57,38.438,37.4965,14.6,1.8
2024.03.21,09:53:08.75,35.2323,33.4307,0.0,1.6
2024.03.21,09:43:17.63,35.343,27.7702,3.2,2.7
2024.03.21,09:22:46.41,36.9165,29.5168,5.0,1.2
2024.03.21,09:19:13.97,40.3335,27.8803,4.8,1.1
2024.03.21,09:01:24.63,36.2722,33.7133,0.0,1.1
2024.03.21,08:53:07.90,40.9777,33.2383,8.7,3.6
2024.03.21,08:50:03.16,35.9528,29.8165,16.0,1.7
2024.03.21,08:48:37.18,37.5528,35.131,5.4,1.2
2024.03.21,08:42:52.26,39.7708,38.6258,21.1,1.2
2024.03.21,08:36:03.04,39.6042,28.7758,6.2,1.5
2024.03.21,08:04:36.72,39.4748,28.199,9.1,1.8
2024.03.21,07:21:39.19,38.1615,37.8598,9.0,2.3
2024.03.21,06:46:16.63,40.6823,34.338,8.2,1.8
2024.03.21,06:30:35.32,36.9907,29.4255,24.7,1.2
2024.03.21,06:08:39.08,37.0425,27.7602,3.3,2.1
2024.03.21,06:06:02.55,38.3707,37.719,18.5,1.8
2024.03.21,05:48:54.55,39.6287,28.7637,5.3,2.5
2024.03.21,05:32:05.65,35.9815,29.2165,2.4,1.3
2024.03.21,05:29:20.52,39.2673,40.2023,9.5,2.4
2024.03.21,05:23:15.01,37.173,29.008,5.1,1.2
2024.03.21,04:57:56.61,37.0327,29.1002,9.3,1.8
2024.03.21,04:54:04.47,38.1492,36.611,9.1,2.6
2024.03.21,04:45:04.81,38.2903,38.6692,9.6,2.1
2024.03.21,04:34:21.32,38.4568,39.2538,4.4,2.0
2024.03.21,03:41:38.20,38.7378,37.3667,1.2,1.1
2024.03.21,03:30:01.51,38.2222,37.369,5.0,2.3
2024.03.21,02:51:11.67,38.8387,37.4793,6.8,1.8
2024.03.21,02:28:27.18,38.1602,38.5235,5.0,2.7
2024.03.21,01:52:23.77,39.6112,28.7702,7.5,1.8
2024.03.21,01:21:53.06,40.4065,28.8523,12.1,1.4
2024.03.21,01:18:58.53,38.4242,37.576,6.9,2.9
2024.03.21,01:15:00.21,37.7827,36.1357,3.5,1.3
2024.03.21,01:04:12.81,37.9947,36.0533,1.4,2.6
2024.03.21,00:53:55.88,38.5063,37.5423,4.1,1.7
2024.03.21,00:48:43.36,39.6333,28.7497,6.9,2.0
2024.03.21,00:45:48.76,40.1755,31.7887,8.8,2.7
2024.03.21,00:39:22.69,39.8417,39.7998,9.2,1.8
2024.03.21,00:37:10.26,37.8627,36.6777,1.3,1.3
2024.03.21,00:34:27.97,37.4425,38.5357,6.2,1.7
2024.03.21,00:30:31.30,38.8652,37.3803,19.1,1.1
2024.03.21,00:25:33.00,38.4617,37.5888,12.4,1.3
2024.03.21,00:23:55.58,40.3107,26.1472,14.8,1.2
2024.03.21,00:20:00.90,39.5888,28.7858,7.5,1.8
2024.03.21,00:05:18.37,39.8812,39.0567,6.8,1.9
2024.03.20,23:58:03.91,40.41,28.829,12.2,1.9
2024.03.20,23:40:55.59,40.3048,27.0235,12.2,1.5
2024.03.20,23:38:39.47,38.2913,37.8332,7.9,1.2
2024.03.20,23:20:18.85,39.629,28.7708,4.6,2.3
2024.03.20,23:17:30.64,38.0472,38.4802,16.2,1.1
2024.03.20,23:05:37.60,38.2825,44.1967,2.7,1.4
2024.03.20,23:02:57.91,38.3022,37.837,13.0,1.4
2024.03.20,22:57:22.35,38.3553,44.2055,8.3,2.0
2024.03.20,22:34:54.42,38.15,36.8822,7.6,2.4
2024.03.20,22:33:47.85,36.4277,36.242,17.7,1.7
2024.03.20,22:24:30.66,39.6525,28.7738,6.3,3.6
2024.03.20,21:50:24.38,37.3698,36.9415,7.0,1.3
2024.03.20,21:44:22.86,39.3203,39.982,6.1,2.4
2024.03.20,21:41:23.10,39.5675,28.8065,7.0,3.4
2024.03.20,21:21:49.40,40.3188,43.2637,5.0,2.9
2024.03.20,21:04:12.31,36.8717,30.473,23.9,1.4
2024.03.20,21:02:23.31,38.8795,37.5595,5.0,1.6
2024.03.20,20:23:43.69,38.3417,37.8695,8.7,1.4
2024.03.20,20:02:07.00,37.326,44.075,10.8,2.3
2024.03.20,19:53:15.24,38.4258,37.3217,7.9,2.0
2024.03.20,19:38:25.13,38.8325,37.4423,13.3,1.4
2024.03.20,19:25:32.66,38.094,37.2863,5.0,1.5
2024.03.20,19:08:28.14,38.1102,37.6458,9.9,1.8
2024.03.20,19:00:31.24,38.6182,35.2653,5.4,1.5
2024.03.20,18:12:13.69,37.9262,26.2593,7.4,2.1
2024.03.20,18:04:18.79,39.6315,28.7753,4.3,2.1
2024.03.20,17:47:55.95,38.3418,37.6098,17.2,1.6
2024.03.20,17:44:42.30,36.0662,36.1087,7.8,2.1
2024.03.20,17:02:30.97,36.5442,36.4408,8.4,1.2
2024.03.20,16:57:02.24,39.0123,27.8577,6.5,2.2
2024.03.20,16:38:08.39,37.0437,28.9392,16.7,1.3
2024.03.20,16:07:58.58,41.3155,44.028,7.5,2.7
2024.03.20,16:04:23.16,38.2922,37.7568,6.1,1.3
2024.03.20,15:54:27.71,38.1542,38.4793,17.8,1.3
2024.03.20,15:29:03.97,37.4897,35.7932,20.4,1.1
2024.03.20,14:20:45.54,40.8792,42.7863,2.5,2.3
2024.03.20,14:03:37.37,40.3063,27.0207,6.9,2.3
2024.03.20,13:47:38.03,40.6788,29.2492,10.7,2.0
2024.03.20,13:40:04.14,38.826,37.4715,11.3,1.9
2024.03.20,13:40:02.76,40.8932,34.5452,8.3,2.8
2024.03.20,12:51:44.86,38.0565,38.5023,19.3,1.8
2024.03.20,12:44:21.67,40.8155,31.5943,4.5,1.8
2024.03.20,12:24:45.91,41.665,32.5078,5.4,2.4
2024.03.20,12:20:43.24,40.6795,29.2398,11.0,1.9
